shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
6276,6276,2023-03-30,,UPS,In Transit
6277,6277,2023-02-24,,UPS,Returned
6278,6278,2023-07-14,,DHL,Delivered
6279,6279,2023-03-30,2023-09-28,DHL,Delivered
6280,6280,2023-06-08,,USPS,Delivered
6281,6281,2022-10-05,,DHL,In Transit
6282,6282,2023-10-02,,USPS,Delivered
6283,6283,2022-10-29,,DHL,Delivered
6284,6284,2023-05-01,,UPS,In Transit
6285,6285,2023-04-25,,DHL,Returned
6286,6286,2022-03-25,,FedEx,Delivered
6287,6287,2023-11-11,,UPS,In Transit
6288,6288,2022-06-14,,FedEx,Returned
6289,6289,2023-08-17,,UPS,Returned
6290,6290,2022-03-04,,USPS,Returned
6291,6291,2023-10-18,,UPS,Delivered
6292,6292,2022-08-02,,DHL,Returned
6293,6293,2023-01-07,,FedEx,Returned
6294,6294,2022-01-17,,UPS,Returned
6295,6295,2022-02-08,2023-07-24,USPS,Delivered
6296,6296,2023-02-28,,FedEx,In Transit
6297,6297,2022-04-23,,UPS,Returned
6298,6298,2023-06-08,,USPS,In Transit
6299,6299,2022-11-08,,UPS,Returned
6300,6300,2023-05-29,,UPS,Returned
6301,6301,2023-08-04,,FedEx,Delivered
6302,6302,2023-05-11,,UPS,Returned
6303,6303,2022-11-06,,FedEx,Returned
6304,6304,2022-05-31,,FedEx,In Transit
6305,6305,2022-05-10,,DHL,Delivered
6306,6306,2022-08-30,,FedEx,In Transit
6307,6307,2022-11-18,,UPS,In Transit
6308,6308,2022-10-07,,UPS,In Transit
6309,6309,2022-08-04,,UPS,In Transit
6310,6310,2022-11-12,,UPS,Delivered
6311,6311,2022-02-25,,FedEx,Returned
6312,6312,2022-11-12,,DHL,Delivered
6313,6313,2023-03-07,2023-01-21,FedEx,Returned
6314,6314,2023-01-24,,UPS,Returned
6315,6315,2023-07-16,,FedEx,In Transit
6316,6316,2022-06-07,,DHL,Returned
6317,6317,2022-04-25,,USPS,Delivered
6318,6318,2022-06-05,,DHL,Returned
6319,6319,2022-03-31,,DHL,Delivered
6320,6320,2022-12-12,2023-11-18,USPS,Delivered
6321,6321,2023-10-16,,DHL,Delivered
6322,6322,2023-03-21,,DHL,Returned
6323,6323,2022-09-17,,FedEx,In Transit
6324,6324,2023-09-13,,DHL,Delivered
6325,6325,2023-01-01,,DHL,In Transit
6326,6326,2022-06-18,,UPS,Delivered
6327,6327,2023-01-02,,DHL,Returned
6328,6328,2022-09-21,,FedEx,Delivered
6329,6329,2023-08-13,,USPS,Returned
6330,6330,2022-06-27,,UPS,Returned
6331,6331,2022-01-19,,FedEx,Returned
6332,6332,2023-02-15,,UPS,Returned
6333,6333,2023-11-08,,DHL,In Transit
6334,6334,2023-12-10,2023-05-27,FedEx,Returned
6335,6335,2022-10-12,2023-01-31,UPS,Delivered
6336,6336,2022-10-18,,FedEx,In Transit
6337,6337,2023-10-22,,UPS,In Transit
6338,6338,2022-04-02,,DHL,In Transit
6339,6339,2022-05-08,,USPS,In Transit
6340,6340,2022-04-15,,USPS,Delivered
6341,6341,2023-11-19,,FedEx,Returned
6342,6342,2023-12-30,2023-12-10,USPS,Delivered
6343,6343,2023-09-21,,FedEx,Returned
6344,6344,2023-05-21,,FedEx,In Transit
6345,6345,2022-07-21,,DHL,In Transit
6346,6346,2023-07-15,2023-11-22,DHL,In Transit
6347,6347,2023-07-19,,UPS,In Transit
6348,6348,2022-03-25,,FedEx,Returned
6349,6349,2023-06-29,,UPS,In Transit
6350,6350,2022-06-01,,UPS,Returned
6351,6351,2023-04-21,,DHL,In Transit
6352,6352,2022-09-14,,FedEx,Delivered
6353,6353,2022-01-04,,DHL,In Transit
6354,6354,2023-11-17,,FedEx,Returned
6355,6355,2023-03-17,2023-01-22,USPS,Returned
6356,6356,2022-08-29,,USPS,Delivered
6357,6357,2022-11-12,,UPS,Returned
6358,6358,2022-08-20,,DHL,Delivered
6359,6359,2022-12-13,2023-11-25,DHL,In Transit
6360,6360,2023-11-26,,FedEx,In Transit
6361,6361,2023-08-25,,UPS,In Transit
6362,6362,2022-10-23,,DHL,Returned
6363,6363,2023-05-29,2023-10-20,UPS,In Transit
6364,6364,2023-05-31,,DHL,In Transit
6365,6365,2022-07-04,2023-11-30,USPS,In Transit
6366,6366,2022-03-09,,DHL,In Transit
6367,6367,2023-06-26,,DHL,In Transit
6368,6368,2023-06-15,,USPS,Returned
6369,6369,2022-10-12,,UPS,Returned
6370,6370,2023-08-25,,UPS,Returned
6371,6371,2023-03-07,,UPS,Returned
6372,6372,2023-07-05,,USPS,In Transit
6373,6373,2022-01-25,,USPS,Returned
6374,6374,2023-02-20,,USPS,Delivered
6375,6375,2023-02-20,,UPS,In Transit
6376,6376,2022-09-24,,UPS,In Transit
6377,6377,2022-01-20,,UPS,Delivered
6378,6378,2022-12-23,,UPS,Returned
6379,6379,2022-04-12,,FedEx,Delivered
6380,6380,2022-04-15,,USPS,Returned
6381,6381,2022-02-15,,USPS,Delivered
6382,6382,2022-07-07,,USPS,In Transit
6383,6383,2022-04-05,,UPS,Returned
6384,6384,2022-06-15,,UPS,Returned
6385,6385,2023-01-16,,FedEx,Returned
6386,6386,2022-11-16,,FedEx,In Transit
6387,6387,2022-07-21,2023-01-20,UPS,Returned
6388,6388,2023-11-05,,UPS,Delivered
6389,6389,2022-10-14,,UPS,Returned
6390,6390,2022-03-27,,USPS,Returned
6391,6391,2022-07-11,,FedEx,In Transit
6392,6392,2022-09-12,,USPS,Delivered
6393,6393,2022-02-01,,DHL,Delivered
6394,6394,2022-05-03,,DHL,Delivered
6395,6395,2023-12-28,,DHL,Returned
6396,6396,2023-02-17,,DHL,Returned
6397,6397,2022-02-23,,USPS,In Transit
6398,6398,2022-11-16,,DHL,In Transit
6399,6399,2023-09-19,,UPS,Returned
6400,6400,2023-06-26,,DHL,Delivered
6401,6401,2023-03-12,,UPS,Delivered
6402,6402,2022-01-06,,USPS,Returned
6403,6403,2022-09-04,2023-01-21,FedEx,Delivered
6404,6404,2023-05-25,,FedEx,Delivered
6405,6405,2022-05-27,,DHL,Returned
6406,6406,2022-04-14,,FedEx,In Transit
6407,6407,2023-10-21,,UPS,Returned
6408,6408,2023-06-03,,DHL,In Transit
6409,6409,2023-01-31,2023-12-26,DHL,Delivered
6410,6410,2022-02-25,,UPS,In Transit
6411,6411,2022-03-02,,UPS,In Transit
6412,6412,2022-07-28,,USPS,Returned
6413,6413,2022-06-18,,UPS,Delivered
6414,6414,2022-03-06,,USPS,Delivered
6415,6415,2023-12-18,,DHL,Delivered
6416,6416,2022-07-27,,FedEx,In Transit
6417,6417,2022-04-19,,FedEx,In Transit
6418,6418,2023-09-02,,USPS,Returned
6419,6419,2023-04-04,2023-10-22,FedEx,Delivered
6420,6420,2023-07-19,,FedEx,Delivered
6421,6421,2023-08-31,,DHL,In Transit
6422,6422,2023-10-01,2023-10-24,USPS,In Transit
6423,6423,2023-09-12,,UPS,In Transit
6424,6424,2022-02-21,,FedEx,Delivered
6425,6425,2022-03-25,2023-01-08,DHL,Delivered
6426,6426,2022-04-03,,DHL,Returned
6427,6427,2022-10-11,,FedEx,Returned
6428,6428,2022-02-04,,UPS,Delivered
6429,6429,2022-01-15,,UPS,Returned
6430,6430,2022-08-04,,USPS,In Transit
6431,6431,2022-11-02,,USPS,Returned
6432,6432,2023-05-03,,USPS,In Transit
6433,6433,2022-05-01,,DHL,Returned
6434,6434,2022-09-05,2023-11-17,UPS,Delivered
6435,6435,2022-04-21,,USPS,In Transit
6436,6436,2023-12-09,,DHL,Returned
6437,6437,2023-05-25,,UPS,Delivered
6438,6438,2022-04-13,,FedEx,In Transit
6439,6439,2023-08-28,2023-01-28,USPS,In Transit
6440,6440,2023-04-24,,USPS,Delivered
6441,6441,2023-10-31,,UPS,Delivered
6442,6442,2023-07-24,,FedEx,In Transit
6443,6443,2023-03-02,,FedEx,Delivered
6444,6444,2022-02-17,,DHL,Returned
6445,6445,2022-04-19,,USPS,Returned
6446,6446,2023-10-09,,FedEx,In Transit
6447,6447,2023-02-03,,DHL,In Transit
6448,6448,2022-06-10,,USPS,Returned
6449,6449,2022-12-31,,USPS,Delivered
6450,6450,2023-12-03,,USPS,Delivered
6451,6451,2023-09-25,,USPS,In Transit
6452,6452,2022-02-23,,FedEx,Delivered
6453,6453,2023-06-05,,FedEx,In Transit
6454,6454,2022-09-23,,FedEx,Delivered
6455,6455,2022-04-12,,UPS,Delivered
6456,6456,2023-08-20,,UPS,Delivered
6457,6457,2023-10-27,,USPS,Returned
6458,6458,2022-10-20,,FedEx,In Transit
6459,6459,2023-10-15,,DHL,Delivered
6460,6460,2023-04-24,,FedEx,Delivered
6461,6461,2023-06-22,,DHL,Returned
6462,6462,2022-12-04,,USPS,Returned
6463,6463,2023-01-10,,USPS,Returned
6464,6464,2022-01-11,2023-01-31,USPS,In Transit
6465,6465,2023-10-07,,FedEx,Returned
6466,6466,2022-05-05,,FedEx,Returned
6467,6467,2022-03-21,,DHL,Delivered
6468,6468,2022-07-31,,DHL,Delivered
6469,6469,2023-03-26,,UPS,Returned
6470,6470,2022-12-16,,USPS,Delivered
6471,6471,2022-08-18,,DHL,Delivered
6472,6472,2022-12-13,,FedEx,Returned
6473,6473,2023-06-28,,DHL,Returned
6474,6474,2022-06-20,2023-08-06,UPS,Returned
6475,6475,2023-12-26,2023-05-23,FedEx,Returned
6476,6476,2022-05-04,,FedEx,Returned
6477,6477,2022-01-25,,FedEx,Delivered
6478,6478,2023-04-30,,DHL,In Transit
6479,6479,2022-06-21,,USPS,Delivered
6480,6480,2023-07-27,,USPS,Returned
6481,6481,2023-06-27,,USPS,In Transit
6482,6482,2023-11-25,2023-08-02,USPS,In Transit
6483,6483,2023-04-01,,USPS,In Transit
6484,6484,2023-06-21,,FedEx,Delivered
6485,6485,2022-01-05,,FedEx,Returned
6486,6486,2023-04-29,,DHL,Delivered
6487,6487,2022-05-22,,FedEx,In Transit
6488,6488,2023-04-26,,DHL,Delivered
6489,6489,2023-09-07,,DHL,Returned
6490,6490,2022-02-28,,UPS,Delivered
6491,6491,2022-08-22,,FedEx,In Transit
6492,6492,2023-04-26,,DHL,In Transit
6493,6493,2022-04-26,,USPS,Delivered
6494,6494,2023-03-03,,USPS,Returned
6495,6495,2022-04-20,,UPS,Returned
6496,6496,2023-03-14,,DHL,Returned
6497,6497,2022-01-30,,FedEx,Delivered
6498,6498,2023-07-21,,USPS,In Transit
6499,6499,2023-12-09,,USPS,Delivered
6500,6500,2023-06-10,,UPS,In Transit
6501,6501,2022-04-25,,USPS,Delivered
6502,6502,2023-09-24,,DHL,In Transit
6503,6503,2023-04-28,,UPS,Returned
6504,6504,2022-06-09,,USPS,Delivered
6505,6505,2022-05-14,,FedEx,Returned
6506,6506,2022-07-28,2023-11-01,DHL,Delivered
6507,6507,2023-11-26,,USPS,Returned
6508,6508,2023-09-04,,FedEx,In Transit
6509,6509,2023-08-27,,DHL,In Transit
6510,6510,2023-10-12,,USPS,In Transit
6511,6511,2023-01-30,,UPS,In Transit
6512,6512,2022-09-16,,FedEx,Delivered
6513,6513,2023-05-09,,USPS,In Transit
6514,6514,2023-05-19,,UPS,Returned
6515,6515,2022-05-05,,DHL,Returned
6516,6516,2023-07-04,,DHL,Delivered
6517,6517,2022-07-23,,FedEx,Delivered
6518,6518,2023-05-13,,FedEx,In Transit
6519,6519,2022-12-14,,DHL,Delivered
6520,6520,2022-08-22,,UPS,In Transit
6521,6521,2022-02-12,,DHL,Delivered
6522,6522,2023-04-05,,USPS,In Transit
6523,6523,2023-03-07,,USPS,Returned
6524,6524,2023-07-29,,UPS,In Transit
6525,6525,2022-04-20,,USPS,Returned
6526,6526,2022-01-09,,USPS,Returned
6527,6527,2022-07-07,,FedEx,Delivered
6528,6528,2022-10-22,2023-03-29,USPS,Returned
6529,6529,2023-07-16,,UPS,In Transit
6530,6530,2022-01-17,,DHL,Delivered
6531,6531,2023-11-22,,UPS,Delivered
6532,6532,2023-07-18,,FedEx,In Transit
6533,6533,2023-01-12,,UPS,Delivered
6534,6534,2022-12-28,,DHL,In Transit
6535,6535,2023-04-23,2023-04-12,DHL,Returned
6536,6536,2023-05-29,,UPS,Delivered
6537,6537,2022-02-03,,DHL,Returned
6538,6538,2022-01-17,,FedEx,Delivered
6539,6539,2022-06-24,,UPS,In Transit
6540,6540,2023-10-30,,USPS,In Transit
6541,6541,2022-09-22,,UPS,In Transit
6542,6542,2023-11-18,,USPS,In Transit
6543,6543,2022-10-29,,USPS,Delivered
6544,6544,2022-07-19,,UPS,Returned
6545,6545,2022-05-20,,DHL,Returned
6546,6546,2022-08-08,,USPS,Delivered
6547,6547,2023-02-10,,USPS,Delivered
6548,6548,2022-07-11,,UPS,Returned
6549,6549,2022-06-17,,USPS,Returned
6550,6550,2022-05-06,,UPS,Delivered
6551,6551,2023-02-06,,USPS,Delivered
6552,6552,2023-08-24,,USPS,Delivered
6553,6553,2022-02-09,,UPS,Delivered
6554,6554,2023-01-30,,UPS,Delivered
6555,6555,2023-09-10,,FedEx,Returned
6556,6556,2023-11-17,,DHL,Returned
6557,6557,2023-01-28,2023-05-21,FedEx,In Transit
6558,6558,2023-07-20,,UPS,In Transit
6559,6559,2022-12-28,,USPS,Returned
6560,6560,2023-04-13,,DHL,Returned
6561,6561,2022-09-24,2023-03-22,UPS,In Transit
6562,6562,2023-02-13,,FedEx,In Transit
6563,6563,2023-11-15,,USPS,In Transit
6564,6564,2023-04-30,,USPS,Delivered
6565,6565,2022-01-22,,UPS,In Transit
6566,6566,2023-02-04,,USPS,Delivered
6567,6567,2023-03-31,,FedEx,Delivered
6568,6568,2023-12-01,,USPS,In Transit
6569,6569,2023-12-02,,FedEx,Returned
6570,6570,2023-01-02,,USPS,In Transit
6571,6571,2022-03-10,,DHL,In Transit
6572,6572,2023-03-25,,UPS,In Transit
6573,6573,2023-09-28,,UPS,In Transit
6574,6574,2023-12-09,,USPS,In Transit
6575,6575,2022-05-03,,UPS,Delivered
6576,6576,2022-09-10,,DHL,In Transit
6577,6577,2023-08-16,,FedEx,Returned
6578,6578,2023-01-10,,DHL,Returned
6579,6579,2023-12-16,,DHL,Delivered
6580,6580,2022-05-27,,FedEx,Delivered
6581,6581,2022-04-03,,UPS,In Transit
6582,6582,2022-11-27,,FedEx,In Transit
6583,6583,2022-02-27,,FedEx,Delivered
6584,6584,2022-04-30,,FedEx,Returned
6585,6585,2023-02-22,,UPS,In Transit
6586,6586,2022-11-03,,FedEx,Returned
6587,6587,2022-05-30,,DHL,Delivered
6588,6588,2023-02-03,,FedEx,Returned
6589,6589,2022-03-17,,FedEx,Returned
6590,6590,2022-01-06,,USPS,Returned
6591,6591,2023-05-08,,USPS,In Transit
6592,6592,2022-01-11,,DHL,Delivered
6593,6593,2022-08-12,,UPS,In Transit
6594,6594,2022-07-23,,USPS,Returned
6595,6595,2023-01-09,,DHL,In Transit
6596,6596,2022-02-18,,USPS,In Transit
6597,6597,2023-10-28,,USPS,In Transit
6598,6598,2023-06-21,,UPS,Delivered
6599,6599,2022-09-23,2023-08-02,UPS,Delivered
6600,6600,2022-06-11,,USPS,Returned
6601,6601,2022-10-17,,USPS,In Transit
6602,6602,2022-08-06,,UPS,Returned
6603,6603,2023-12-22,,UPS,In Transit
6604,6604,2023-12-14,,DHL,Returned
6605,6605,2022-04-27,,USPS,Delivered
6606,6606,2023-09-28,,UPS,Returned
6607,6607,2023-07-07,,USPS,Delivered
6608,6608,2022-08-17,,DHL,In Transit
6609,6609,2023-08-16,,FedEx,In Transit
6610,6610,2022-05-22,,USPS,In Transit
6611,6611,2022-10-24,,DHL,Returned
6612,6612,2023-07-10,,FedEx,Returned
6613,6613,2022-10-28,,USPS,Returned
6614,6614,2023-06-01,,DHL,Delivered
6615,6615,2022-03-10,,FedEx,In Transit
6616,6616,2022-08-15,,DHL,In Transit
6617,6617,2022-01-26,,DHL,Delivered
6618,6618,2022-01-12,2023-02-08,DHL,Delivered
6619,6619,2022-11-06,,DHL,In Transit
6620,6620,2022-04-21,,FedEx,In Transit
6621,6621,2023-03-13,,UPS,Delivered
6622,6622,2023-09-09,,DHL,Delivered
6623,6623,2022-03-19,,FedEx,In Transit
6624,6624,2022-01-17,,DHL,In Transit
6625,6625,2022-11-21,2023-05-05,USPS,Delivered
6626,6626,2022-08-24,,USPS,In Transit
6627,6627,2022-02-18,,UPS,Delivered
6628,6628,2022-06-01,,FedEx,In Transit
6629,6629,2022-04-15,,USPS,Returned
6630,6630,2023-01-14,,FedEx,Returned
6631,6631,2022-03-15,,USPS,In Transit
6632,6632,2023-01-23,,FedEx,Delivered
6633,6633,2023-05-04,,DHL,Returned
6634,6634,2023-01-10,,DHL,Delivered
6635,6635,2023-07-19,,USPS,Returned
6636,6636,2023-02-03,,UPS,Returned
6637,6637,2023-12-18,,USPS,Returned
6638,6638,2022-10-26,,USPS,In Transit
6639,6639,2023-02-19,,UPS,In Transit
6640,6640,2022-09-09,2023-05-08,DHL,Delivered
6641,6641,2022-08-26,,DHL,In Transit
6642,6642,2023-11-16,,USPS,Delivered
6643,6643,2023-09-23,,FedEx,Returned
6644,6644,2022-12-05,,USPS,In Transit
6645,6645,2022-08-28,,DHL,Returned
6646,6646,2022-11-15,,FedEx,Delivered
6647,6647,2023-07-19,,UPS,In Transit
6648,6648,2022-04-04,,DHL,In Transit
6649,6649,2022-04-07,,UPS,Returned
6650,6650,2022-01-05,,DHL,In Transit
6651,6651,2022-12-01,,DHL,Delivered
6652,6652,2022-01-19,,FedEx,In Transit
6653,6653,2022-05-03,,DHL,Returned
6654,6654,2022-10-11,,USPS,Delivered
6655,6655,2023-05-27,,UPS,In Transit
6656,6656,2023-03-08,,DHL,Returned
6657,6657,2022-09-24,,USPS,Returned
6658,6658,2022-06-10,2023-09-06,UPS,Returned
6659,6659,2023-05-19,,USPS,Returned
6660,6660,2023-06-03,,DHL,Returned
6661,6661,2023-08-24,,USPS,Delivered
6662,6662,2023-03-12,,UPS,Returned
6663,6663,2022-05-07,2023-12-11,UPS,Returned
6664,6664,2022-11-25,,UPS,In Transit
6665,6665,2023-04-30,,DHL,Delivered
6666,6666,2022-09-11,,FedEx,Returned
6667,6667,2023-07-21,,USPS,In Transit
6668,6668,2022-12-13,,UPS,Delivered
6669,6669,2022-11-26,,UPS,Delivered
6670,6670,2022-04-25,2023-07-23,FedEx,Returned
6671,6671,2022-05-22,2023-03-14,UPS,Delivered
6672,6672,2023-07-15,,UPS,In Transit
6673,6673,2022-03-21,,DHL,Delivered
6674,6674,2023-04-06,,FedEx,Returned
6675,6675,2023-05-21,,UPS,Returned
6676,6676,2022-12-05,,DHL,In Transit
6677,6677,2022-04-12,,DHL,Delivered
6678,6678,2022-05-19,,DHL,In Transit
6679,6679,2022-08-29,,DHL,Delivered
6680,6680,2023-08-31,,FedEx,Delivered
6681,6681,2023-01-18,,FedEx,Delivered
6682,6682,2023-08-01,,DHL,Delivered
6683,6683,2023-05-26,,FedEx,Returned
6684,6684,2023-06-04,,USPS,Returned
6685,6685,2022-04-12,,USPS,In Transit
6686,6686,2022-12-17,,DHL,Delivered
6687,6687,2023-01-07,,UPS,In Transit
6688,6688,2022-09-24,,UPS,In Transit
6689,6689,2022-06-09,,USPS,Returned
6690,6690,2023-01-22,,DHL,In Transit
6691,6691,2023-10-18,,USPS,In Transit
6692,6692,2022-02-17,,USPS,In Transit
6693,6693,2023-11-20,,UPS,Delivered
6694,6694,2023-09-06,2023-05-29,USPS,Delivered
6695,6695,2023-04-19,2023-06-15,DHL,In Transit
6696,6696,2022-06-15,,UPS,In Transit
6697,6697,2022-08-22,,UPS,Delivered
6698,6698,2023-01-29,,USPS,Delivered
6699,6699,2022-01-21,,FedEx,In Transit
6700,6700,2022-06-08,,USPS,In Transit
6701,6701,2022-10-31,,DHL,Delivered
6702,6702,2022-10-28,,FedEx,Delivered
6703,6703,2023-03-23,,DHL,Delivered
6704,6704,2023-01-15,2023-10-16,UPS,Delivered
6705,6705,2022-10-15,,DHL,In Transit
6706,6706,2023-03-10,,DHL,Delivered
6707,6707,2023-04-20,,DHL,Delivered
6708,6708,2023-04-26,,USPS,Delivered
6709,6709,2022-05-26,,USPS,Returned
6710,6710,2022-02-08,,DHL,Returned
6711,6711,2023-01-03,,USPS,Delivered
6712,6712,2022-03-09,2023-10-01,UPS,In Transit
6713,6713,2023-03-30,,UPS,Delivered
6714,6714,2022-04-16,,FedEx,Delivered
6715,6715,2022-01-29,,USPS,Delivered
6716,6716,2023-04-18,,USPS,Delivered
6717,6717,2022-07-29,,DHL,Returned
6718,6718,2022-03-05,,FedEx,Delivered
6719,6719,2023-05-29,,UPS,Delivered
6720,6720,2023-04-21,2023-04-26,UPS,Returned
6721,6721,2022-05-07,,DHL,Delivered
6722,6722,2023-01-07,,USPS,In Transit
6723,6723,2023-01-30,,DHL,Returned
6724,6724,2022-09-28,,FedEx,Delivered
6725,6725,2023-10-31,2023-05-24,UPS,In Transit
6726,6726,2023-05-09,,FedEx,Delivered
6727,6727,2023-06-30,,UPS,Delivered
6728,6728,2023-10-20,,UPS,In Transit
6729,6729,2022-08-25,2023-03-21,FedEx,In Transit
6730,6730,2023-05-09,2023-01-27,UPS,In Transit
6731,6731,2023-11-13,,UPS,Delivered
6732,6732,2022-03-05,,FedEx,In Transit
6733,6733,2022-08-11,,UPS,In Transit
6734,6734,2022-04-12,,FedEx,Delivered
6735,6735,2023-05-15,,DHL,Delivered
6736,6736,2022-11-23,,USPS,Delivered
6737,6737,2022-11-12,,USPS,Delivered
6738,6738,2022-08-23,,USPS,Returned
6739,6739,2023-06-28,,UPS,Delivered
6740,6740,2022-01-18,,FedEx,In Transit
6741,6741,2022-07-11,,USPS,In Transit
6742,6742,2023-03-30,,UPS,Delivered
6743,6743,2022-11-01,,UPS,In Transit
6744,6744,2022-03-17,,FedEx,In Transit
6745,6745,2022-11-06,,DHL,Returned
6746,6746,2023-06-01,,FedEx,Returned
6747,6747,2022-11-30,,UPS,Delivered
6748,6748,2023-12-25,2023-03-28,DHL,Returned
6749,6749,2023-04-17,,DHL,In Transit
6750,6750,2023-11-20,,USPS,Delivered
6751,6751,2022-07-06,,UPS,Delivered
6752,6752,2023-01-29,,FedEx,In Transit
6753,6753,2022-02-22,,FedEx,In Transit
6754,6754,2022-06-16,,USPS,In Transit
6755,6755,2023-08-01,,UPS,In Transit
6756,6756,2022-06-27,,FedEx,Returned
6757,6757,2022-12-08,,FedEx,In Transit
6758,6758,2022-09-24,,FedEx,Delivered
6759,6759,2023-02-09,,DHL,Returned
6760,6760,2023-12-04,,DHL,Delivered
6761,6761,2023-06-26,2023-06-01,USPS,In Transit
6762,6762,2023-02-18,,USPS,In Transit
6763,6763,2022-06-02,,FedEx,Delivered
6764,6764,2023-04-08,,UPS,Delivered
6765,6765,2022-07-11,,UPS,In Transit
6766,6766,2023-07-24,,USPS,Returned
6767,6767,2023-06-14,,UPS,In Transit
6768,6768,2022-11-05,,UPS,Returned
6769,6769,2022-02-17,,FedEx,In Transit
6770,6770,2023-04-06,,FedEx,Returned
6771,6771,2023-03-04,2023-10-02,UPS,In Transit
6772,6772,2023-03-16,,FedEx,Delivered
6773,6773,2022-09-15,,UPS,Delivered
6774,6774,2022-05-21,,UPS,In Transit
6775,6775,2022-01-12,,DHL,In Transit
6776,6776,2023-04-03,2023-09-01,UPS,Returned
6777,6777,2023-11-01,,DHL,Returned
6778,6778,2023-01-23,,USPS,In Transit
6779,6779,2023-12-02,,UPS,Returned
6780,6780,2022-08-01,,USPS,Delivered
6781,6781,2022-05-29,,FedEx,Delivered
6782,6782,2023-05-06,,DHL,In Transit
6783,6783,2022-03-12,,USPS,Delivered
6784,6784,2023-12-26,,FedEx,Returned
6785,6785,2022-08-01,,UPS,In Transit
6786,6786,2022-12-14,,DHL,Delivered
6787,6787,2022-08-03,,UPS,In Transit
6788,6788,2023-07-17,,USPS,Delivered
6789,6789,2023-02-16,,UPS,Delivered
6790,6790,2023-05-04,,FedEx,Delivered
6791,6791,2023-03-05,2023-06-22,USPS,Delivered
6792,6792,2023-12-11,,DHL,In Transit
6793,6793,2022-05-23,,FedEx,Delivered
6794,6794,2023-01-03,,FedEx,Delivered
6795,6795,2023-09-12,2024-01-15,DHL,Delivered
6796,6796,2022-05-10,,FedEx,In Transit
6797,6797,2022-08-13,,USPS,Delivered
6798,6798,2023-06-27,2023-10-25,UPS,Delivered
6799,6799,2023-03-19,2023-04-07,DHL,Delivered
6800,6800,2023-06-02,,DHL,In Transit
6801,6801,2023-05-03,,USPS,Delivered
6802,6802,2023-09-15,2023-02-09,USPS,Delivered
6803,6803,2022-02-24,,DHL,In Transit
6804,6804,2023-02-22,,DHL,Returned
6805,6805,2023-11-20,,DHL,In Transit
6806,6806,2023-12-13,,DHL,Returned
6807,6807,2022-02-01,2023-04-09,USPS,Returned
6808,6808,2022-09-28,,UPS,Returned
6809,6809,2023-06-15,,DHL,Returned
6810,6810,2023-06-21,,FedEx,Returned
6811,6811,2023-02-08,,FedEx,In Transit
6812,6812,2023-08-30,,FedEx,Delivered
6813,6813,2023-11-28,,USPS,In Transit
6814,6814,2022-08-29,,DHL,In Transit
6815,6815,2022-07-01,2023-07-27,USPS,Delivered
6816,6816,2022-03-01,2023-11-13,FedEx,Delivered
6817,6817,2023-12-13,,UPS,In Transit
6818,6818,2022-12-10,,FedEx,In Transit
6819,6819,2023-01-16,,DHL,In Transit
6820,6820,2022-08-30,,UPS,In Transit
6821,6821,2022-09-24,2023-08-11,UPS,Delivered
6822,6822,2022-01-08,,UPS,Returned
6823,6823,2022-12-23,,FedEx,In Transit
6824,6824,2022-01-28,,USPS,Returned
6825,6825,2023-12-06,2023-10-18,FedEx,Returned
6826,6826,2023-06-23,,DHL,In Transit
6827,6827,2023-09-12,,UPS,In Transit
6828,6828,2022-05-30,,USPS,Delivered
6829,6829,2023-05-02,,USPS,Returned
6830,6830,2022-07-25,,DHL,In Transit
6831,6831,2023-08-16,,DHL,In Transit
6832,6832,2023-03-06,,DHL,Delivered
6833,6833,2022-03-28,,UPS,In Transit
6834,6834,2022-12-03,2023-01-27,UPS,Returned
6835,6835,2023-09-04,,DHL,In Transit
6836,6836,2023-04-07,,UPS,In Transit
6837,6837,2023-03-17,,FedEx,Delivered
6838,6838,2022-09-22,2023-09-01,USPS,Returned
6839,6839,2022-01-11,2023-08-18,UPS,Returned
6840,6840,2022-11-19,,USPS,Returned
6841,6841,2022-07-17,,FedEx,In Transit
6842,6842,2023-12-01,,UPS,In Transit
6843,6843,2023-11-04,,DHL,In Transit
6844,6844,2022-11-27,,DHL,Returned
6845,6845,2023-02-27,2024-01-26,FedEx,Returned
6846,6846,2023-04-08,,FedEx,Returned
6847,6847,2022-03-02,,UPS,Returned
6848,6848,2023-05-02,,FedEx,In Transit
6849,6849,2023-05-29,2023-02-07,USPS,Delivered
6850,6850,2023-09-03,,DHL,Returned
6851,6851,2023-04-21,,UPS,Delivered
6852,6852,2023-05-28,2024-01-23,FedEx,Returned
6853,6853,2023-12-30,,USPS,Delivered
6854,6854,2022-12-15,,DHL,Delivered
6855,6855,2022-12-20,,DHL,Delivered
6856,6856,2022-09-19,,UPS,In Transit
6857,6857,2022-06-13,,UPS,Delivered
6858,6858,2023-03-24,,UPS,In Transit
6859,6859,2022-03-21,,UPS,Delivered
6860,6860,2023-08-25,,FedEx,In Transit
6861,6861,2023-12-24,,UPS,Returned
6862,6862,2022-01-30,2023-08-10,FedEx,Returned
6863,6863,2022-09-06,,USPS,Delivered
6864,6864,2023-06-25,,USPS,In Transit
6865,6865,2022-09-24,,DHL,Returned
6866,6866,2022-06-01,,USPS,In Transit
