order_id,order_date,customer_id,seller_id,order_status
3835,2023-04-10,799,9,Cancelled
3836,2023-09-19,475,42,Returned
3837,2023-09-16,401,32,Pending
3838,2022-02-26,605,36,Completed
3839,2022-11-13,932,16,Pending
3840,2023-11-14,997,12,Pending
3841,2023-11-05,922,41,Completed
3842,2022-06-29,821,3,Completed
3843,2022-05-03,657,27,Returned
3844,2022-01-13,598,27,Pending
3845,2023-12-26,514,9,Completed
3846,2022-05-21,1030,17,Cancelled
3847,2023-12-20,500,46,Cancelled
3848,2022-01-12,717,5,Cancelled
3849,2022-06-17,601,26,Cancelled
3850,2023-05-24,666,21,Pending
3851,2022-12-22,468,1,Pending
3852,2023-06-20,161,1,Returned
3853,2023-06-14,270,35,Pending
3854,2022-09-23,1080,9,Completed
3855,2022-06-20,228,23,Returned
3856,2023-01-16,849,38,Pending
3857,2022-05-10,149,41,Pending
3858,2022-10-03,1070,4,Completed
3859,2022-05-01,632,52,Completed
3860,2022-01-31,413,19,Completed
3861,2022-12-10,520,37,Cancelled
3862,2023-03-16,387,5,Pending
3863,2022-10-06,275,28,Pending
3864,2023-06-21,353,46,Pending
3865,2022-03-07,1090,42,Returned
3866,2022-09-27,1103,55,Returned
3867,2023-12-31,598,48,Returned
3868,2023-08-14,558,23,Returned
3869,2023-10-05,113,38,Returned
3870,2022-03-20,1115,52,Completed
3871,2023-05-24,141,23,Returned
3872,2023-04-12,730,46,Pending
3873,2023-06-08,589,18,Cancelled
3874,2023-01-04,411,29,Pending
3875,2022-02-26,377,28,Pending
3876,2023-05-27,751,9,Completed
3877,2023-08-04,627,39,Cancelled
3878,2022-06-20,995,50,Pending
3879,2023-01-12,703,10,Completed
3880,2022-06-11,462,2,Cancelled
3881,2022-09-19,12,13,Cancelled
3882,2022-04-16,477,38,Completed
3883,2023-08-11,939,27,Returned
3884,2023-11-22,401,55,Completed
3885,2022-04-29,808,41,Completed
3886,2022-08-22,177,20,Returned
3887,2023-06-06,57,40,Completed
3888,2022-01-03,448,10,Completed
3889,2022-02-15,203,16,Completed
3890,2022-01-13,738,15,Pending
3891,2022-09-08,202,13,Completed
3892,2022-02-17,363,50,Completed
3893,2023-04-29,892,38,Cancelled
3894,2023-01-08,454,20,Cancelled
3895,2023-01-28,356,24,Cancelled
3896,2022-06-03,216,41,Completed
3897,2022-07-03,972,50,Returned
3898,2022-02-06,555,7,Completed
3899,2023-07-21,887,23,Pending
3900,2023-11-03,23,24,Pending
3901,2023-03-06,155,29,Pending
3902,2022-08-18,249,5,Pending
3903,2022-11-26,749,43,Completed
3904,2022-09-12,805,45,Cancelled
3905,2023-03-03,134,35,Completed
3906,2022-11-24,321,1,Completed
3907,2022-10-05,390,36,Completed
3908,2022-03-21,434,51,Completed
3909,2023-08-09,1046,18,Returned
3910,2023-01-17,873,6,Cancelled
3911,2022-05-03,1103,23,Cancelled
3912,2023-05-30,858,10,Pending
3913,2023-11-21,51,7,Completed
3914,2022-02-23,176,44,Pending
3915,2022-07-03,870,8,Cancelled
3916,2022-08-17,253,13,Cancelled
3917,2023-06-13,966,30,Pending
3918,2022-02-17,739,18,Cancelled
3919,2023-02-15,302,14,Cancelled
3920,2022-03-12,548,11,Returned
3921,2023-04-22,716,42,Completed
3922,2022-10-17,779,38,Completed
3923,2022-11-15,268,13,Cancelled
3924,2022-12-02,1010,54,Cancelled
3925,2022-03-30,551,42,Returned
3926,2023-07-21,314,44,Pending
3927,2023-04-13,184,33,Returned
3928,2022-01-09,713,50,Returned
3929,2023-01-13,128,13,Pending
3930,2022-07-25,700,25,Cancelled
3931,2022-10-26,386,24,Completed
3932,2023-08-01,271,29,Returned
3933,2022-11-08,811,36,Returned
3934,2023-09-30,415,6,Completed
3935,2022-09-06,198,18,Returned
3936,2023-04-21,1080,28,Pending
3937,2023-01-13,831,5,Completed
3938,2023-08-29,628,18,Completed
3939,2023-05-21,604,37,Pending
3940,2022-07-20,1081,7,Pending
3941,2023-07-14,1010,55,Completed
3942,2022-09-09,71,9,Pending
3943,2022-06-04,911,35,Returned
3944,2022-01-07,594,12,Cancelled
3945,2023-02-24,600,52,Returned
3946,2022-01-25,514,46,Pending
3947,2022-08-27,84,40,Returned
3948,2023-07-09,994,44,Cancelled
3949,2022-12-21,1067,39,Cancelled
3950,2023-10-14,839,24,Cancelled
3951,2023-12-12,606,9,Pending
3952,2022-01-10,810,12,Pending
3953,2022-12-10,133,36,Pending
3954,2022-01-02,1089,37,Cancelled
3955,2023-11-05,290,9,Pending
3956,2023-01-21,376,39,Completed
3957,2022-11-11,769,46,Returned
3958,2022-04-17,467,52,Returned
3959,2022-07-30,471,22,Completed
3960,2023-06-27,149,17,Pending
3961,2022-09-01,88,33,Returned
3962,2023-03-06,396,47,Cancelled
3963,2023-05-19,790,24,Returned
3964,2022-03-03,1106,15,Returned
3965,2022-05-26,865,29,Returned
3966,2023-12-30,24,32,Pending
3967,2022-10-14,956,33,Completed
3968,2022-04-06,311,29,Returned
3969,2022-02-14,664,15,Cancelled
3970,2022-08-26,438,27,Returned
3971,2023-06-17,706,34,Pending
3972,2023-02-27,422,4,Pending
3973,2023-12-19,321,49,Cancelled
3974,2023-01-17,587,48,Returned
3975,2023-04-15,947,18,Returned
3976,2022-03-28,849,21,Cancelled
3977,2023-08-18,42,48,Completed
3978,2022-04-08,939,8,Pending
3979,2023-06-02,387,6,Completed
3980,2022-05-17,910,54,Completed
3981,2023-10-15,716,20,Returned
3982,2023-02-08,431,2,Cancelled
3983,2022-03-18,554,51,Pending
3984,2023-08-30,800,45,Completed
3985,2023-08-05,426,22,Completed
3986,2022-03-05,26,54,Returned
3987,2023-03-22,385,21,Returned
3988,2023-11-10,56,6,Returned
3989,2022-05-14,634,32,Cancelled
3990,2022-08-31,106,6,Pending
3991,2022-10-26,849,13,Pending
3992,2022-09-25,670,1,Returned
3993,2022-11-19,376,22,Completed
3994,2023-02-07,743,53,Returned
3995,2023-12-19,967,24,Returned
3996,2022-12-01,308,41,Cancelled
3997,2022-11-22,91,30,Returned
3998,2023-04-09,802,22,Pending
3999,2022-10-06,110,44,Returned
4000,2022-08-28,585,12,Pending
4001,2022-03-18,340,26,Completed
4002,2022-07-27,979,4,Pending
4003,2022-05-20,356,19,Pending
4004,2023-08-22,168,16,Returned
4005,2022-04-22,557,12,Pending
4006,2022-06-09,905,33,Pending
4007,2022-04-19,105,55,Completed
4008,2022-06-18,150,21,Pending
4009,2023-04-06,146,36,Pending
4010,2023-04-23,716,9,Returned
4011,2022-11-18,874,39,Cancelled
4012,2023-02-21,299,42,Returned
4013,2022-05-04,646,45,Completed
4014,2023-07-03,723,8,Returned
4015,2023-01-02,1072,20,Pending
4016,2022-08-01,638,10,Cancelled
4017,2023-04-08,239,32,Returned
4018,2022-11-12,1031,28,Returned
4019,2023-04-20,464,10,Completed
4020,2022-09-29,453,8,Pending
4021,2022-05-03,784,52,Returned
4022,2022-04-03,897,47,Returned
4023,2022-06-11,371,33,Cancelled
4024,2023-12-04,487,47,Completed
4025,2022-11-08,165,49,Pending
4026,2023-12-23,192,13,Returned
4027,2023-12-15,730,44,Cancelled
4028,2023-09-10,214,35,Returned
4029,2022-02-11,574,55,Returned
4030,2022-08-09,957,51,Completed
4031,2022-12-02,381,29,Cancelled
4032,2022-06-01,673,5,Cancelled
4033,2022-04-04,798,3,Pending
4034,2023-12-30,239,53,Returned
4035,2022-09-12,700,37,Cancelled
4036,2022-12-31,1106,41,Returned
4037,2023-02-10,505,6,Returned
4038,2023-06-10,202,48,Pending
4039,2022-02-20,920,42,Pending
4040,2023-11-25,37,16,Cancelled
4041,2022-11-03,644,35,Returned
4042,2022-09-24,765,18,Cancelled
4043,2022-06-28,706,11,Returned
4044,2022-02-01,545,51,Cancelled
4045,2023-02-19,540,23,Cancelled
4046,2023-04-09,1017,47,Returned
4047,2023-07-24,394,11,Completed
4048,2023-07-18,833,29,Pending
4049,2022-09-13,1066,54,Returned
4050,2022-04-07,597,42,Cancelled
4051,2023-04-19,393,27,Completed
4052,2022-04-15,700,9,Cancelled
4053,2022-05-24,441,35,Completed
4054,2022-05-05,918,55,Returned
4055,2022-01-13,320,9,Pending
4056,2022-03-05,553,18,Cancelled
4057,2022-08-16,1095,44,Completed
4058,2022-05-14,568,55,Completed
4059,2022-07-22,919,21,Pending
4060,2023-02-15,236,48,Cancelled
4061,2023-01-17,987,36,Returned
4062,2023-12-04,1033,1,Returned
4063,2023-10-08,60,27,Cancelled
4064,2023-10-23,893,45,Pending
4065,2022-03-28,225,40,Pending
4066,2023-08-20,700,38,Pending
4067,2023-08-24,582,29,Completed
4068,2022-09-23,994,40,Completed
4069,2022-03-18,169,19,Pending
4070,2022-01-23,1086,24,Cancelled
4071,2022-03-08,14,44,Returned
4072,2022-07-22,164,1,Completed
4073,2023-10-24,757,36,Pending
4074,2023-03-31,1052,23,Completed
4075,2022-05-12,446,13,Completed
4076,2022-04-05,716,30,Pending
4077,2022-12-06,976,49,Cancelled
4078,2022-05-06,819,51,Returned
4079,2022-02-13,104,51,Cancelled
4080,2023-04-18,742,54,Completed
4081,2022-02-21,426,37,Cancelled
4082,2022-06-22,639,11,Cancelled
4083,2023-08-11,850,7,Returned
4084,2023-03-20,769,35,Pending
4085,2023-02-09,277,11,Pending
4086,2023-05-24,1089,49,Pending
4087,2022-01-31,900,43,Cancelled
4088,2023-01-27,188,47,Cancelled
4089,2023-12-01,105,51,Returned
4090,2023-03-13,546,40,Pending
4091,2022-06-26,380,48,Returned
4092,2022-12-29,110,21,Returned
4093,2022-08-08,545,47,Cancelled
4094,2022-07-11,354,3,Pending
4095,2022-10-09,743,30,Completed
4096,2022-10-14,317,24,Completed
4097,2023-04-02,1089,38,Cancelled
4098,2022-06-02,333,3,Cancelled
4099,2022-02-05,592,37,Cancelled
4100,2023-09-21,783,33,Cancelled
4101,2023-09-27,540,22,Completed
4102,2023-09-24,735,31,Pending
4103,2022-09-09,621,46,Returned
4104,2023-10-25,619,12,Completed
4105,2022-10-30,909,45,Pending
4106,2023-05-26,992,14,Cancelled
4107,2023-02-26,99,12,Returned
4108,2023-07-18,317,55,Pending
4109,2023-05-06,123,27,Pending
4110,2022-03-04,799,13,Returned
4111,2022-03-31,457,24,Pending
4112,2022-10-14,522,38,Pending
4113,2023-01-28,520,53,Returned
4114,2022-05-21,917,47,Returned
4115,2023-03-06,717,54,Completed
4116,2022-07-24,315,55,Cancelled
4117,2023-10-21,709,48,Cancelled
4118,2023-06-23,710,9,Pending
4119,2022-09-13,1044,8,Cancelled
4120,2023-10-08,560,37,Completed
4121,2023-07-11,969,15,Pending
4122,2022-01-20,356,7,Cancelled
4123,2023-01-27,1078,24,Cancelled
4124,2023-01-03,890,49,Pending
4125,2023-05-07,793,16,Returned
4126,2023-07-12,265,24,Completed
4127,2023-05-12,982,43,Pending
4128,2022-12-19,802,7,Pending
4129,2023-08-03,43,43,Cancelled
4130,2023-05-30,862,28,Returned
4131,2022-11-26,350,2,Cancelled
4132,2023-02-02,912,34,Pending
4133,2022-10-04,1,38,Pending
4134,2022-07-04,584,3,Cancelled
4135,2022-01-27,432,1,Returned
4136,2022-11-23,53,31,Pending
4137,2023-09-04,940,23,Completed
4138,2022-08-13,520,20,Returned
4139,2022-01-31,147,16,Pending
4140,2022-10-15,629,46,Returned
4141,2022-03-01,299,32,Returned
4142,2023-04-29,789,17,Completed
4143,2023-06-27,850,18,Pending
4144,2023-01-02,178,4,Returned
4145,2023-08-22,842,35,Pending
4146,2022-08-27,878,40,Pending
4147,2022-06-13,759,36,Returned
4148,2022-04-13,1092,23,Cancelled
4149,2022-09-11,445,15,Returned
4150,2023-11-04,708,13,Cancelled
4151,2022-09-04,602,14,Cancelled
4152,2022-09-30,145,14,Cancelled
4153,2023-07-01,275,37,Cancelled
4154,2022-02-27,509,5,Returned
4155,2022-08-13,753,22,Cancelled
4156,2023-08-13,477,28,Pending
4157,2023-02-02,1099,45,Returned
4158,2022-12-30,666,4,Completed
4159,2022-06-27,568,50,Cancelled
4160,2022-06-30,531,38,Returned
4161,2022-08-31,159,29,Cancelled
4162,2023-08-30,681,37,Pending
4163,2022-11-22,23,35,Cancelled
4164,2023-12-16,1071,20,Returned
4165,2023-01-03,525,35,Pending
4166,2023-08-29,729,35,Cancelled
4167,2022-01-29,144,20,Completed
4168,2023-12-22,668,2,Cancelled
4169,2023-12-19,681,52,Cancelled
4170,2022-12-27,973,18,Pending
4171,2023-08-05,799,30,Cancelled
4172,2023-08-01,85,42,Returned
4173,2022-05-26,416,53,Returned
4174,2023-07-31,694,29,Pending
4175,2022-07-12,482,39,Returned
4176,2023-05-20,456,52,Completed
4177,2023-07-10,827,22,Cancelled
4178,2022-11-13,297,29,Pending
4179,2022-06-29,1120,46,Returned
4180,2023-05-18,950,10,Completed
4181,2022-02-08,680,20,Completed
4182,2022-04-03,378,16,Pending
4183,2022-02-27,421,6,Pending
4184,2022-08-27,105,17,Returned
4185,2023-09-09,330,6,Cancelled
4186,2022-08-13,439,22,Completed
4187,2022-01-21,382,18,Completed
4188,2023-06-24,138,32,Pending
4189,2023-05-05,943,28,Completed
4190,2022-01-01,843,42,Pending
4191,2022-12-06,270,10,Cancelled
4192,2023-09-21,396,41,Pending
4193,2022-07-26,913,22,Cancelled
4194,2022-05-14,464,28,Returned
4195,2022-12-15,450,15,Pending
4196,2022-07-01,20,43,Returned
4197,2022-11-28,239,29,Cancelled
4198,2022-03-02,418,7,Completed
4199,2022-01-23,1055,50,Returned
4200,2022-06-01,186,34,Pending
4201,2023-08-24,253,32,Pending
4202,2023-12-23,19,2,Returned
4203,2022-05-26,712,26,Returned
4204,2022-04-24,223,45,Returned
4205,2023-06-23,3,11,Pending
4206,2023-01-09,854,25,Returned
4207,2022-03-16,228,19,Returned
4208,2023-01-18,913,20,Cancelled
4209,2023-12-23,499,33,Returned
4210,2023-11-10,521,17,Returned
4211,2023-02-10,702,52,Pending
4212,2023-08-24,917,30,Pending
4213,2022-04-14,291,18,Completed
4214,2022-12-11,1077,32,Pending
4215,2022-11-06,715,40,Pending
4216,2022-11-27,948,45,Pending
4217,2022-05-20,648,4,Pending
4218,2022-06-11,1028,32,Returned
4219,2023-03-24,684,19,Completed
4220,2023-10-17,870,3,Pending
4221,2023-05-14,1071,38,Returned
4222,2023-10-27,94,28,Pending
4223,2022-11-21,940,38,Completed
4224,2022-06-28,560,54,Cancelled
4225,2023-12-26,213,6,Cancelled
4226,2023-07-30,436,40,Completed
4227,2023-12-12,852,17,Returned
4228,2023-09-21,508,42,Returned
4229,2023-01-01,836,5,Completed
4230,2022-08-17,651,19,Cancelled
4231,2023-11-13,205,43,Pending
4232,2023-08-27,381,42,Cancelled
4233,2022-06-29,1097,35,Pending
4234,2023-01-23,1100,22,Completed
4235,2022-11-11,77,24,Completed
4236,2023-12-07,816,10,Completed
4237,2022-10-29,768,2,Cancelled
4238,2022-05-11,410,28,Completed
4239,2022-07-01,106,41,Cancelled
4240,2022-01-02,551,37,Returned
4241,2023-12-20,826,53,Pending
4242,2023-08-10,88,17,Pending
4243,2023-02-05,881,6,Pending
4244,2023-08-05,1101,43,Completed
4245,2022-02-03,1101,5,Pending
4246,2022-07-06,540,39,Completed
4247,2023-09-09,245,7,Cancelled
4248,2022-11-22,578,32,Completed
4249,2023-09-19,982,4,Pending
4250,2022-08-15,717,21,Completed
4251,2023-10-17,142,42,Completed
4252,2023-08-03,893,32,Cancelled
4253,2022-04-17,1108,18,Completed
4254,2023-05-24,352,33,Pending
4255,2022-05-25,545,14,Completed
4256,2022-12-06,913,6,Returned
4257,2022-03-21,152,11,Completed
4258,2022-09-01,653,46,Returned
4259,2022-12-22,958,20,Pending
4260,2022-11-24,763,29,Returned
4261,2022-06-21,624,35,Returned
4262,2023-10-14,656,16,Returned
4263,2022-04-01,450,48,Returned
4264,2023-12-27,721,7,Returned
4265,2023-11-18,43,40,Completed
4266,2023-10-17,264,36,Cancelled
4267,2022-12-10,1027,44,Returned
4268,2023-04-03,596,44,Pending
4269,2022-01-12,1040,31,Pending
4270,2022-09-29,1083,42,Completed
4271,2022-08-03,1013,44,Cancelled
4272,2022-09-13,177,43,Cancelled
4273,2023-12-11,63,43,Returned
4274,2022-03-11,958,47,Pending
4275,2022-12-25,1003,6,Pending
4276,2022-09-20,561,29,Completed
4277,2022-04-21,955,27,Returned
4278,2022-01-02,850,43,Pending
4279,2022-02-19,604,2,Returned
4280,2023-01-31,606,22,Cancelled
4281,2023-03-25,830,9,Returned
4282,2023-03-06,746,11,Returned
4283,2022-06-20,558,16,Completed
4284,2023-02-28,64,45,Completed
4285,2023-05-20,942,13,Cancelled
4286,2023-01-23,249,54,Cancelled
4287,2022-12-26,940,54,Returned
4288,2023-07-14,157,18,Pending
4289,2023-01-20,735,53,Returned
4290,2022-04-14,985,25,Cancelled
4291,2023-05-06,1112,33,Completed
4292,2023-08-15,1090,52,Completed
4293,2023-10-29,662,10,Cancelled
4294,2023-12-05,1044,30,Returned
4295,2022-08-19,33,51,Pending
4296,2022-06-16,558,49,Completed
4297,2023-04-08,73,1,Returned
4298,2022-03-17,825,33,Pending
4299,2022-02-04,1079,49,Cancelled
4300,2022-10-29,61,15,Returned
4301,2022-01-21,272,29,Pending
4302,2022-11-23,246,2,Returned
4303,2022-09-25,628,11,Completed
4304,2022-04-18,705,53,Cancelled
4305,2022-03-17,662,34,Completed
4306,2022-12-17,310,52,Completed
4307,2022-06-24,495,41,Returned
4308,2023-01-20,338,19,Cancelled
4309,2022-06-14,579,2,Returned
4310,2022-03-18,10,48,Pending
4311,2023-07-15,49,20,Cancelled
4312,2022-04-06,623,41,Completed
4313,2022-12-13,731,52,Completed
4314,2023-09-01,795,31,Completed
4315,2023-09-21,971,53,Returned
4316,2023-05-10,133,4,Returned
4317,2023-12-23,83,29,Returned
4318,2022-02-01,57,30,Cancelled
4319,2023-03-18,376,13,Cancelled
4320,2023-11-01,349,15,Cancelled
4321,2022-06-18,271,20,Cancelled
4322,2023-09-14,111,34,Pending
4323,2023-03-21,869,28,Completed
4324,2022-06-10,887,20,Returned
4325,2022-02-24,76,50,Returned
4326,2022-04-14,329,25,Pending
4327,2022-12-06,122,27,Completed
4328,2022-07-30,41,30,Completed
4329,2022-07-14,922,41,Pending
4330,2023-02-24,642,20,Cancelled
4331,2023-12-15,1047,1,Completed
4332,2023-07-22,279,35,Cancelled
4333,2023-07-08,763,55,Pending
4334,2022-09-29,469,49,Returned
4335,2023-11-08,9,43,Returned
4336,2022-10-16,13,24,Returned
4337,2022-11-01,924,25,Returned
4338,2022-09-01,923,40,Completed
4339,2022-04-09,1076,53,Cancelled
4340,2022-02-20,1075,12,Returned
4341,2023-02-07,653,11,Returned
4342,2023-08-09,621,30,Returned
4343,2023-07-17,196,13,Pending
4344,2023-05-18,417,47,Completed
4345,2022-06-07,664,25,Pending
4346,2022-02-25,148,52,Cancelled
4347,2023-01-05,1001,25,Returned
4348,2022-01-04,364,17,Completed
4349,2023-03-14,402,12,Completed
4350,2022-03-31,606,51,Completed
4351,2022-10-29,229,52,Pending
4352,2023-11-09,537,11,Pending
4353,2023-10-03,268,10,Pending
4354,2023-09-07,1035,17,Pending
4355,2023-05-07,126,54,Cancelled
4356,2022-07-24,306,45,Returned
4357,2022-04-10,1113,16,Returned
4358,2022-01-27,628,52,Pending
4359,2022-07-31,689,20,Pending
4360,2022-06-24,1038,49,Pending
4361,2023-10-16,281,5,Cancelled
4362,2022-10-26,443,41,Cancelled
4363,2022-03-25,837,54,Completed
4364,2023-04-30,389,32,Returned
4365,2022-04-29,617,27,Pending
4366,2022-11-12,147,4,Completed
4367,2023-02-12,521,41,Returned
4368,2023-04-28,630,48,Completed
4369,2023-05-16,434,7,Cancelled
4370,2023-11-08,144,46,Cancelled
4371,2022-09-29,289,14,Completed
4372,2022-04-04,14,39,Completed
4373,2023-10-20,257,24,Returned
4374,2023-07-12,858,48,Pending
4375,2023-02-01,943,18,Returned
4376,2022-07-09,464,38,Returned
4377,2023-01-15,270,39,Cancelled
4378,2023-01-26,623,51,Cancelled
4379,2023-01-14,72,40,Completed
4380,2022-07-11,74,1,Cancelled
4381,2023-04-02,355,17,Returned
4382,2022-02-15,497,26,Completed
4383,2022-09-27,988,51,Completed
4384,2023-03-27,580,22,Cancelled
4385,2023-04-22,910,39,Pending
4386,2022-09-27,373,18,Cancelled
4387,2022-08-20,362,38,Completed
4388,2022-10-03,93,28,Completed
4389,2023-08-01,324,21,Pending
4390,2022-03-05,384,38,Returned
4391,2022-06-04,575,33,Completed
4392,2023-12-15,736,30,Pending
4393,2023-11-15,737,42,Returned
4394,2022-04-10,346,55,Cancelled
4395,2022-03-29,719,8,Pending
4396,2023-11-16,781,30,Returned
4397,2022-12-19,1020,39,Completed
4398,2023-07-09,664,9,Completed
4399,2023-02-28,600,33,Pending
4400,2023-08-27,11,43,Cancelled
4401,2022-08-21,187,29,Pending
4402,2023-07-21,726,31,Completed
4403,2022-03-04,1039,3,Returned
4404,2023-02-01,778,50,Cancelled
4405,2023-06-20,411,38,Returned
4406,2023-03-05,956,11,Pending
4407,2023-07-03,585,5,Pending
4408,2023-12-05,1076,31,Returned
4409,2023-05-02,1052,20,Returned
4410,2023-08-10,577,4,Returned
4411,2022-08-30,1041,8,Pending
4412,2023-05-03,989,42,Returned
4413,2022-11-03,743,35,Completed
4414,2022-03-22,204,13,Returned
4415,2023-02-09,1077,49,Completed
4416,2022-02-05,974,5,Completed
4417,2023-05-30,940,40,Returned
4418,2023-08-08,1078,19,Cancelled
4419,2023-06-14,1055,18,Cancelled
4420,2023-08-09,1082,33,Cancelled
4421,2023-11-25,105,4,Completed
4422,2023-09-28,253,18,Cancelled
4423,2022-05-31,295,46,Cancelled
4424,2022-05-04,668,24,Returned
4425,2023-04-05,549,43,Pending
4426,2022-06-27,631,29,Completed
4427,2022-06-21,1091,31,Pending
4428,2022-08-05,299,28,Completed
4429,2022-07-17,101,9,Completed
4430,2022-05-10,1080,45,Cancelled
4431,2022-02-13,332,26,Returned
4432,2023-03-10,836,49,Pending
4433,2022-03-22,393,47,Pending
4434,2023-12-01,874,2,Cancelled
4435,2023-03-22,381,6,Pending
4436,2022-07-26,92,29,Pending
4437,2023-10-05,447,26,Completed
4438,2022-06-01,109,28,Returned
4439,2023-09-02,317,7,Returned
4440,2022-09-22,442,34,Pending
4441,2022-11-24,218,45,Pending
4442,2022-03-10,673,10,Completed
4443,2022-03-31,278,48,Cancelled
4444,2023-02-02,1009,41,Completed
4445,2023-07-24,569,40,Cancelled
4446,2023-02-11,1010,47,Cancelled
4447,2023-07-20,875,22,Completed
4448,2022-11-30,466,27,Returned
4449,2022-10-10,839,39,Completed
4450,2023-06-17,754,22,Cancelled
4451,2023-04-15,838,55,Returned
4452,2022-01-13,30,19,Returned
4453,2023-12-19,359,36,Completed
4454,2023-10-01,86,9,Returned
4455,2023-08-25,747,19,Returned
4456,2023-06-20,313,2,Completed
4457,2023-03-06,365,28,Pending
4458,2022-04-26,905,39,Returned
4459,2023-03-01,698,22,Completed
4460,2022-06-03,131,51,Completed
4461,2022-06-01,803,6,Pending
4462,2023-08-04,789,47,Returned
4463,2023-08-26,351,7,Cancelled
4464,2023-08-20,180,6,Cancelled
4465,2022-04-13,1120,33,Returned
4466,2022-04-19,774,14,Returned
4467,2023-07-31,510,1,Completed
4468,2022-04-14,365,25,Completed
4469,2022-10-20,981,6,Cancelled
4470,2023-07-03,353,28,Returned
4471,2022-12-19,800,18,Completed
4472,2023-02-25,1107,27,Cancelled
4473,2022-09-28,412,49,Cancelled
4474,2023-01-28,735,2,Pending
4475,2023-11-02,981,40,Returned
4476,2023-05-13,118,21,Pending
4477,2023-08-09,482,23,Completed
4478,2023-09-16,192,55,Completed
4479,2023-04-30,591,2,Cancelled
4480,2022-02-08,590,16,Completed
4481,2022-06-26,659,4,Pending
4482,2022-10-10,107,34,Returned
4483,2023-02-17,382,55,Cancelled
4484,2022-05-28,783,5,Cancelled
4485,2023-09-26,390,49,Completed
4486,2023-09-16,244,34,Cancelled
4487,2023-11-29,585,22,Cancelled
4488,2023-12-12,869,46,Returned
4489,2023-02-16,468,20,Cancelled
4490,2022-02-09,866,39,Returned
4491,2023-02-10,934,47,Pending
4492,2022-12-06,604,50,Cancelled
4493,2023-12-09,1015,13,Pending
4494,2022-09-01,1097,44,Returned
4495,2022-02-20,860,34,Cancelled
4496,2023-05-02,13,44,Completed
4497,2022-10-03,299,6,Completed
4498,2023-01-17,1100,29,Cancelled
4499,2022-01-21,1075,33,Returned
4500,2022-12-12,787,53,Completed
4501,2022-11-07,149,1,Pending
4502,2022-11-15,122,47,Returned
4503,2022-10-15,538,48,Returned
4504,2023-05-19,376,54,Cancelled
4505,2023-12-14,82,7,Pending
4506,2023-12-03,492,22,Returned
4507,2022-04-11,356,32,Cancelled
4508,2022-08-22,925,14,Pending
4509,2022-05-18,1068,51,Returned
4510,2022-11-04,1005,24,Completed
4511,2023-03-30,123,19,Pending
4512,2022-11-25,708,27,Returned
4513,2022-10-03,330,23,Pending
4514,2023-03-03,991,45,Completed
4515,2023-09-12,323,21,Returned
4516,2023-10-24,770,44,Completed
4517,2022-04-02,1113,29,Cancelled
4518,2022-07-12,433,1,Cancelled
4519,2023-03-29,710,31,Returned
4520,2022-08-05,794,27,Returned
4521,2023-02-21,712,44,Pending
4522,2023-05-12,539,36,Returned
4523,2023-06-13,601,27,Cancelled
4524,2023-01-18,257,15,Returned
4525,2022-02-27,871,25,Pending
4526,2023-06-12,899,48,Cancelled
4527,2022-06-12,809,15,Returned
4528,2022-03-09,677,40,Completed
4529,2022-11-15,271,19,Completed
4530,2023-12-28,550,47,Completed
4531,2023-06-03,568,50,Completed
4532,2023-02-18,986,11,Pending
4533,2022-05-19,359,41,Completed
4534,2023-06-21,798,33,Completed
4535,2023-08-06,887,41,Returned
4536,2022-01-30,211,23,Completed
4537,2022-06-27,287,12,Completed
4538,2022-07-17,743,2,Returned
4539,2022-07-25,1047,43,Cancelled
4540,2022-03-01,296,21,Pending
4541,2022-09-13,6,14,Pending
4542,2022-02-03,550,34,Cancelled
4543,2023-04-13,681,15,Returned
4544,2022-02-21,795,21,Cancelled
4545,2023-01-05,203,23,Pending
4546,2023-12-23,325,21,Pending
4547,2022-07-23,825,50,Cancelled
4548,2022-10-08,244,14,Completed
4549,2023-01-13,327,21,Pending
4550,2023-04-21,987,12,Cancelled
4551,2023-06-02,1071,42,Completed
4552,2023-02-11,761,46,Completed
4553,2023-10-13,1037,54,Returned
4554,2022-05-07,907,47,Cancelled
4555,2023-11-29,365,5,Pending
4556,2022-02-01,73,2,Returned
4557,2022-09-05,1070,22,Pending
4558,2023-01-17,274,6,Completed
4559,2023-05-16,208,44,Cancelled
4560,2023-09-01,124,2,Completed
4561,2023-04-02,1034,29,Completed
4562,2022-07-01,543,36,Completed
4563,2023-05-01,60,7,Cancelled
4564,2023-08-24,899,16,Returned
4565,2023-07-19,886,33,Pending
4566,2022-12-25,782,33,Completed
4567,2022-12-19,442,14,Pending
4568,2022-06-17,911,43,Pending
4569,2022-09-22,1026,12,Returned
4570,2023-12-07,832,43,Cancelled
4571,2022-04-03,1008,6,Pending
4572,2022-10-19,626,55,Returned
4573,2022-01-29,998,12,Pending
4574,2023-01-31,734,53,Completed
4575,2022-02-20,91,31,Returned
4576,2022-06-16,167,12,Cancelled
4577,2023-08-09,959,10,Cancelled
4578,2022-08-08,207,40,Completed
4579,2022-08-15,1089,27,Completed
4580,2023-10-25,516,52,Pending
4581,2022-08-19,747,51,Returned
4582,2023-11-25,306,7,Returned
4583,2022-07-31,395,46,Returned
4584,2022-10-03,1098,36,Returned
4585,2023-10-30,187,33,Pending
4586,2023-02-24,623,27,Returned
